Song,Artist,Streams,Daily Streams,Genre,Release Year,Peak Position,Weeks on Chart,Lyrics Sentiment,TikTok Virality,Danceability,Acousticness,Energy
Track 1219,Celestial Harmony,19958534,4734996,Hip-Hop,2000,23,46,0.94,99,0.78,0.15,0.63
Track 27713,Luna Nova,180676569,1864021,Reggae,2006,51,51,0.78,13,0.68,0.99,0.24
Track 48274,Celestial Harmony,412137716,3094047,Reggae,1992,72,68,-0.05,83,0.74,0.22,0.86
Track 99937,The Midnight Howl,758604798,3107763,Blues,1998,25,52,0.75,69,0.42,0.97,0.43
Track 28680,Samantha Lee,388562452,3337630,Electronic,2024,27,67,-0.65,46,0.28,0.89,0.6
Track 99913,Crimson Echo,13834923,464031,Latin,2013,34,65,-0.61,34,0.34,0.31,0.29
Track 8490,Luna Nova,230743292,4067711,Trap,2018,17,16,-0.79,17,0.15,0.21,0.36
Track 34752,Firefly Symphony,637414047,976338,Hip-Hop,2024,23,18,0.06,40,0.2,0.02,0.34
Track 43726,Ava & The Ocean,700317463,3674905,Latin,1998,92,6,-0.42,56,0.19,0.82,0.51
Track 77999,DJ Thunder,246194024,621240,Indie,2011,95,72,-0.98,67,0.78,0.8,0.77
Track 36853,ElectroPulse,118791376,1487579,Latin,2001,14,52,-0.2,11,0.64,0.21,0.27
Track 3647,Crimson Echo,745870156,78114,Jazz,2022,18,23,0.07,18,0.97,0.53,0.91
Track 80617,Horizon Flow,721006974,637046,Country,1998,94,3,-0.09,34,0.97,0.88,0.46
Track 48120,EchoSync,254017280,1872739,Indie,2008,99,101,0.64,62,0.37,0.74,0.21
Track 74531,Liam Harper,92622572,3202435,Synthwave,2025,8,90,0.14,98,0.48,0.33,0.32
Track 98740,Jay Zenith,106572429,3897173,Latin,2007,48,1,0.15,48,0.96,0.74,0.97
Track 91746,Samantha Lee,27631204,3798311,Lo-Fi,1997,24,30,-0.16,53,0.84,0.14,0.55
Track 99265,Crimson Echo,361570634,2600916,Reggae,2011,16,27,-0.6,2,0.26,0.36,0.62
Track 52753,Jay Zenith,54121425,896298,Reggae,1992,16,14,0.75,35,0.46,0.5,0.79
Track 59756,Shadow Beats,502218514,1247149,R&B,2021,40,21,-0.81,50,0.57,0.9,0.22
Track 7157,Celestial Harmony,478215072,1217155,Lo-Fi,2017,17,60,-0.47,77,0.4,0.79,0.57
Track 86724,Ava & The Ocean,724474201,2674525,Country,1995,22,2,-0.3,91,0.21,0.9,0.87
Track 93541,EchoSync,335079239,4472034,House,2005,37,52,0.27,4,0.69,0.26,0.62
Track 80354,Firefly Symphony,445150093,3812536,Jazz,2024,21,2,0.58,46,0.18,0.81,0.32
Track 71209,Horizon Flow,556769681,513634,Synthwave,2025,73,23,-0.6,27,0.7,0.04,0.4
Track 46593,DJ Thunder,796267927,4106230,Folk,2004,56,96,0.98,91,0.83,0.35,0.43
Track 49466,Urban Rhapsody,106266841,3757874,Hip-Hop,2009,10,94,-0.88,60,0.69,0.59,0.47
Track 86620,EchoSync,581810650,1537619,R&B,2022,7,96,-0.76,10,0.83,0.11,0.5
Track 60511,Firefly Symphony,590101908,1078156,Jazz,1993,69,90,0.74,48,0.2,0.89,0.95
Track 33582,Celestial Harmony,21154708,2423829,R&B,1998,51,82,-0.34,58,0.85,0.02,0.86
Track 57977,Sofia Carter,671558129,3272807,Reggae,2006,17,78,-0.43,43,0.88,0.15,0.29
Track 14205,Luna Nova,276610130,4437344,R&B,2010,36,95,-0.25,84,0.55,0.2,0.35
Track 23385,Firefly Symphony,499037099,674181,Pop,1992,49,42,0.06,80,0.28,0.71,0.32
Track 95054,Liam Harper,637756866,4807236,Trap,2007,20,11,-0.69,26,0.62,0.46,0.78
Track 85084,Bass Surge,768261518,1943286,Folk,2020,33,39,0.32,9,0.62,0.08,0.69
Track 34284,Sofia Carter,381651808,3359970,Rock,2023,77,56,0.11,15,0.5,0.91,0.37
Track 54048,Horizon Flow,737946934,4348425,Latin,1992,72,5,0.01,4,0.42,0.37,0.29
Track 25059,Aurora Soundwave,86147244,1071412,Trap,2019,73,94,-0.64,43,0.86,0.34,0.69
Track 99105,EchoSync,300556044,2900905,Trap,2011,92,15,0.7,12,0.17,0.55,0.29
Track 82776,The Midnight Howl,542813755,4843621,Metal,1991,71,10,-0.82,53,0.42,0.68,0.42
Track 33859,Bass Surge,355757082,383116,Blues,2000,66,33,-0.54,65,0.44,0.11,0.8
Track 46156,Sofia Carter,154467143,2945692,Synthwave,1998,83,96,0.72,74,0.19,0.4,0.52
Track 87454,Urban Rhapsody,495790769,1010496,Jazz,2019,93,68,-0.58,26,0.44,0.06,0.61
Track 47037,The Midnight Howl,380484014,2678434,Latin,2017,63,99,0.34,4,0.8,0.06,0.75
Track 51173,Liam Harper,191299084,3555020,R&B,2019,53,75,-0.26,68,0.97,0.58,0.38
Track 68746,Celestial Harmony,275342351,62154,Latin,2002,22,67,0.15,34,0.28,0.46,0.86
Track 72301,ElectroPulse,681758255,4734939,Electronic,2006,7,7,-0.23,74,0.1,0.89,0.31
Track 26367,Jay Zenith,283043114,2169067,Country,2012,60,64,-0.93,89,0.33,0.04,0.14
Track 90941,Celestial Harmony,512781939,3126493,Folk,2004,23,21,0.45,51,0.99,0.95,0.43
Track 49132,Shadow Beats,777801233,145983,K-Pop,2000,64,72,0.84,43,0.49,0.65,0.74
Track 89673,Celestial Harmony,246220769,2032626,Pop,2008,97,96,-0.17,0,0.94,0.61,0.24
Track 25986,Crimson Echo,352905169,3111253,Pop,2012,62,40,-0.35,33,0.71,0.53,0.48
Track 9031,Celestial Harmony,720986410,622838,Folk,2009,65,89,-0.45,100,0.53,0.21,0.71
Track 54684,Liam Harper,322600349,1727895,Techno,2013,4,28,-0.11,89,0.49,0.19,0.72
Track 45657,Firefly Symphony,264738696,1261182,Reggae,2017,97,44,0.67,8,0.82,0.78,0.77
Track 27524,Aurora Soundwave,482088546,1006841,Techno,2025,48,52,0.23,79,0.91,0.49,0.37
Track 56741,The Midnight Howl,424141033,1406522,Rock,2000,15,60,0.59,0,0.49,0.98,0.68
Track 29314,Celestial Harmony,183932641,333070,Reggae,2016,91,78,0.97,5,0.42,0.71,0.47
Track 44034,Horizon Flow,643309242,1342313,Pop,1996,62,54,-0.59,40,0.95,0.79,0.23
Track 66512,Bass Surge,271330137,4994669,Folk,1996,41,17,-0.63,40,0.94,0.74,0.11
Track 38420,Luna Nova,285384110,4010108,Techno,1990,98,67,-0.15,79,0.28,0.35,0.68
Track 57588,Retro Resonance,2845818,1956197,House,2012,25,53,-0.56,52,0.26,0.49,0.99
Track 46173,Urban Rhapsody,317664553,2192651,K-Pop,1996,25,3,0.62,48,0.76,0.89,0.96
Track 61540,DJ Thunder,443834387,4572376,Reggae,2002,13,25,-0.41,41,0.87,0.19,0.36
Track 81525,Crimson Echo,553524467,868422,Electronic,2001,35,7,-0.53,43,0.33,0.68,0.3
Track 23708,Retro Resonance,262522978,2542370,Blues,2019,10,64,-0.75,47,0.17,0.97,0.92
Track 87621,Jay Zenith,775562427,728966,Electronic,2010,57,83,0.46,96,0.68,0.8,0.5
Track 46089,Liam Harper,564339640,265098,Metal,2002,90,87,-0.52,76,0.3,0.8,0.37
Track 68833,Urban Rhapsody,503461097,929980,Hip-Hop,1994,16,20,-0.38,5,0.2,0.15,0.27
Track 21327,Celestial Harmony,373825132,2362639,Electronic,2015,64,62,0.61,85,0.88,0.95,0.41
Track 55981,Sofia Carter,764393074,651649,Country,2009,49,99,0.52,17,0.19,0.24,0.82
Track 48306,Sofia Carter,363944981,3013806,Jazz,1999,40,85,0.66,80,0.23,0.43,0.28
Track 2234,EchoSync,243440403,3616395,Metal,2024,48,96,-0.81,24,0.93,0.26,0.91
Track 20663,Horizon Flow,441487601,4036696,Punk,2004,27,52,0.46,71,0.52,0.3,0.58
Track 43727,Celestial Harmony,56711520,4336818,Country,1992,62,38,-0.37,68,0.81,0.9,0.38
Track 18460,Urban Rhapsody,192989970,668679,Metal,1992,49,99,0.48,50,0.75,0.98,0.99
Track 11528,Ava & The Ocean,278627147,789372,Reggae,2011,48,27,-0.6,55,0.66,0.66,0.23
Track 43873,Neon Vortex,636912428,4125948,Techno,2018,19,18,0.52,27,0.84,0.35,0.32
Track 90947,Sofia Carter,130303520,670514,Lo-Fi,2023,47,58,-0.34,77,0.61,0.86,0.22
Track 61137,ElectroPulse,241878002,3021188,Techno,1991,98,10,-0.12,45,0.57,0.31,0.88
Track 11061,Aurora Soundwave,524637265,3323193,Rock,1998,98,57,-0.49,9,0.99,0.95,0.67
Track 63914,Liam Harper,426769132,2700045,R&B,2013,15,47,-0.46,30,0.35,0.46,0.29
Track 96011,Samantha Lee,145899522,4510013,Punk,2001,43,5,0.77,98,0.98,0.85,0.82
Track 86477,Liam Harper,365975293,4160087,Trap,2020,49,31,-0.16,65,0.98,0.63,0.12
Track 94232,Samantha Lee,682842781,1650934,Techno,2021,56,86,-0.89,53,0.98,0.94,0.75
Track 38499,Firefly Symphony,206974670,3662499,House,1996,86,44,-0.25,96,0.18,0.38,0.55
Track 24208,Crimson Echo,421085542,986283,Reggae,2023,49,8,0.94,92,0.71,0.72,0.26
Track 58559,Horizon Flow,233230602,3026615,House,2018,73,73,-0.74,70,0.2,0.32,0.93
Track 5358,Ava & The Ocean,201869008,4635108,Blues,2010,81,97,-0.22,47,0.71,0.94,0.18
Track 71979,EchoSync,569783481,318393,Lo-Fi,2014,17,87,-0.97,57,0.3,0.05,0.93
Track 21027,Bass Surge,280498335,3516452,Punk,1995,52,58,0.34,28,0.39,0.98,0.75
Track 43591,Neon Vortex,199530432,753192,EDM,2025,69,74,0.5,96,0.92,0.67,0.96
Track 87526,Retro Resonance,450439291,1361900,Drum & Bass,2008,74,93,-0.56,40,0.37,0.13,0.15
Track 68145,The Midnight Howl,754793487,107837,Metal,2023,36,89,-0.4,85,0.43,0.07,0.52
Track 76193,ElectroPulse,625412857,886273,EDM,1997,27,69,-0.67,26,0.88,0.51,0.78
Track 86184,Shadow Beats,489979836,738362,Folk,2002,2,67,-0.4,23,0.59,0.83,0.26
Track 81780,Urban Rhapsody,142212882,512055,Techno,2014,94,12,-0.35,80,0.21,0.07,0.62
Track 21423,Celestial Harmony,684684678,4317135,Punk,2007,25,38,-0.44,7,0.36,0.52,0.87
Track 42769,Celestial Harmony,438465435,4415908,Indie,2005,83,25,0.68,61,0.26,0.52,0.84
Track 46479,Firefly Symphony,17490625,3624497,Hip-Hop,2004,53,6,-0.92,77,0.99,0.34,0.51
Track 30327,Ava & The Ocean,338439176,4801196,Drum & Bass,2015,10,34,0.73,88,0.51,0.28,0.45
Track 35159,Aurora Soundwave,23610599,3676637,Indie,2015,75,66,-0.39,8,0.59,0.16,0.76
Track 60584,Shadow Beats,714876666,4306446,Country,2008,49,82,-0.41,92,0.72,0.76,0.96
Track 40513,Luna Nova,506044447,1327134,Drum & Bass,2007,2,100,0.21,61,0.17,0.2,0.45
Track 98162,Ava & The Ocean,22299263,609696,Reggae,2004,95,30,-0.59,26,0.7,0.81,0.37
Track 58921,Crimson Echo,426456791,3498378,Lo-Fi,2007,8,80,-0.12,15,0.42,0.37,0.83
Track 67602,Sofia Carter,411526048,1775117,Rock,2020,99,34,-0.87,83,0.32,0.96,0.88
Track 23808,Luna Nova,699421229,3130818,Blues,2022,30,12,-0.36,62,0.98,0.21,0.56
Track 40862,ElectroPulse,790974012,4056127,Techno,1991,20,76,0.18,20,0.31,0.4,0.81
Track 92949,Samantha Lee,536427332,2835650,House,2013,20,33,0.24,47,0.59,0.98,0.3
Track 81890,Sofia Carter,478845222,3741005,Synthwave,2003,13,85,-0.85,48,0.31,0.13,0.15
Track 68292,Sofia Carter,376724821,3877587,Latin,2018,82,34,0.48,39,0.84,0.63,0.78
Track 69486,Urban Rhapsody,271796791,4134898,Techno,2011,34,36,0.89,17,0.53,0.32,0.62
Track 18438,Samantha Lee,120361202,1977454,Punk,2007,24,88,-0.32,5,0.35,0.08,0.26
Track 72059,Luna Nova,566435219,281236,Jazz,1996,71,93,-0.77,78,0.91,0.65,0.87
Track 54393,Jay Zenith,386026041,12310,Trap,2016,25,42,-0.33,95,0.4,0.19,0.6
Track 66040,Firefly Symphony,764864507,916986,Drum & Bass,2020,86,63,-0.65,24,0.98,0.42,1.0
Track 32108,Bass Surge,401131560,3775663,Trap,1993,40,61,-0.07,12,0.13,0.25,0.72
Track 40334,DJ Thunder,241591391,3575006,Jazz,1990,43,10,0.6,91,0.74,0.42,0.32
Track 74869,Firefly Symphony,258550647,3462395,EDM,2013,73,1,-0.64,28,0.39,0.28,0.6
Track 93597,Jay Zenith,539886026,2411464,Techno,1997,82,87,-0.56,51,0.61,0.96,0.25
Track 29188,Horizon Flow,278618857,3557888,House,1994,75,45,0.75,91,0.39,0.99,0.26
Track 41674,Crimson Echo,439419264,3979181,Blues,2018,97,23,0.77,85,0.4,0.36,0.62
Track 39517,Urban Rhapsody,523445231,1357156,Country,1992,37,2,0.59,69,0.45,0.04,0.86
Track 75237,Liam Harper,297023129,3326515,Punk,2022,83,103,-0.84,83,0.49,0.72,0.4
Track 57505,Firefly Symphony,91132788,944839,Rock,2014,39,97,-0.55,19,0.9,0.23,0.45
Track 68217,Luna Nova,167066573,4505582,Folk,2014,21,57,0.86,91,0.46,0.87,0.88
Track 83415,Crimson Echo,412389088,779576,Techno,1999,33,79,0.92,88,0.74,0.24,0.83
Track 21470,Bass Surge,255118648,4788753,Country,2012,47,31,-0.39,93,0.3,0.46,0.54
Track 27451,The Midnight Howl,687168191,1613090,Drum & Bass,2010,2,61,0.46,91,0.22,0.46,0.59
Track 97171,DJ Thunder,523876945,3840368,Rock,2006,64,16,-0.68,76,0.68,0.27,0.88
Track 71228,Bass Surge,327431873,4971806,Country,2023,9,96,0.41,50,0.75,0.22,0.31
Track 73682,Luna Nova,232038865,644848,K-Pop,2010,73,6,-0.3,100,0.73,0.66,0.11
Track 56022,Samantha Lee,494006656,2028604,Lo-Fi,2011,45,46,-0.79,70,0.52,0.35,0.36
Track 52532,Sofia Carter,23045347,784353,K-Pop,2010,26,12,-0.52,5,0.68,0.41,0.69
Track 13685,Sofia Carter,158822000,4816982,Rock,2019,22,19,-0.45,37,0.39,0.23,0.29
Track 38162,Urban Rhapsody,426653821,1408704,Drum & Bass,1990,20,95,0.25,100,0.83,0.44,0.19
Track 48498,Sofia Carter,345157463,4123362,Electronic,1996,34,94,0.72,99,0.63,0.03,0.58
Track 5715,The Midnight Howl,601123328,3653589,Drum & Bass,2008,91,93,-0.17,67,0.96,0.67,0.75
Track 45075,Shadow Beats,354208750,3172122,Country,2008,49,93,-0.32,61,0.83,0.86,0.76
Track 40254,Liam Harper,698979385,1680816,K-Pop,2018,45,58,-0.98,8,0.79,0.76,0.36
Track 59448,EchoSync,186905434,1256869,Country,2010,9,22,0.33,25,0.5,0.71,0.54
Track 4777,Shadow Beats,117045081,4575759,Hip-Hop,2003,39,2,-0.66,44,0.86,0.53,0.93
Track 3084,Samantha Lee,86853384,751256,Electronic,2016,78,1,0.3,23,0.2,0.34,0.31
Track 90861,Horizon Flow,310062149,3088367,Hip-Hop,2000,32,79,0.04,47,0.34,0.26,0.31
Track 24667,Jay Zenith,387953191,3938084,Punk,2004,97,15,0.62,0,0.93,0.49,0.59
Track 34241,Liam Harper,752142346,1750588,Metal,2019,85,81,-0.39,73,0.97,0.02,0.42
Track 5218,Shadow Beats,644576221,865155,Metal,2011,6,90,-0.06,98,0.29,0.77,0.79
Track 76171,Ava & The Ocean,622513576,499945,R&B,2005,1,99,-0.72,19,0.32,0.71,0.23
Track 83323,ElectroPulse,678056766,4514026,Lo-Fi,2011,82,11,0.49,69,0.77,0.81,0.62
Track 71289,Neon Vortex,238493284,3357131,Reggae,2015,31,57,0.39,60,0.83,0.54,0.24
Track 88672,ElectroPulse,601644528,1035453,House,2022,42,79,0.68,46,0.57,0.95,0.49
Track 79974,Shadow Beats,578124323,2762359,Punk,1996,98,102,0.02,93,0.74,0.93,0.84
Track 88966,Neon Vortex,366369852,328321,Hip-Hop,2002,27,44,-0.86,33,0.2,0.32,0.35
Track 45046,Neon Vortex,756699638,179305,R&B,2018,52,46,0.86,97,0.52,0.09,0.58
Track 5846,Celestial Harmony,354221461,2114603,Lo-Fi,2024,84,36,0.38,82,0.13,0.62,0.46
Track 99747,Bass Surge,186304763,4171266,Blues,2024,90,25,-0.22,3,0.19,0.47,0.72
Track 1093,DJ Thunder,752135547,1208921,Pop,2010,64,39,0.39,24,0.17,0.94,0.69
Track 32919,Firefly Symphony,393850669,1981782,Folk,2017,58,26,-0.51,97,0.43,0.0,0.71
Track 25379,Neon Vortex,405104891,3333658,Jazz,2024,42,54,-0.9,22,0.92,0.55,0.44
Track 33313,EchoSync,788274842,207874,Indie,1991,80,96,0.94,38,0.44,0.96,0.89
Track 80781,Aurora Soundwave,380338030,1914733,Techno,2009,5,70,0.53,20,0.97,0.89,0.89
Track 71785,Neon Vortex,58311215,563709,Trap,2025,29,76,0.06,45,0.92,0.24,0.17
Track 60410,Luna Nova,626735231,3592400,Punk,2018,24,95,-0.08,92,0.93,0.92,0.2
Track 13304,DJ Thunder,648174966,4982115,Hip-Hop,2016,9,23,0.42,93,0.5,0.67,0.68
Track 97411,DJ Thunder,666761852,1732481,K-Pop,2018,12,26,-0.66,7,0.83,0.95,0.55
Track 68759,Jay Zenith,479116450,2178696,Rock,2012,50,96,-0.53,12,0.73,0.45,0.72
Track 52115,Luna Nova,158566017,3745296,Pop,2018,89,88,-0.72,93,0.89,0.52,0.19
Track 28482,Shadow Beats,510213410,4459094,Blues,2000,6,90,-0.72,14,0.66,0.36,0.6
Track 68451,Horizon Flow,675630110,439791,Folk,2020,84,91,-0.76,73,0.31,0.42,0.6
Track 17834,Sofia Carter,120192859,3283997,Lo-Fi,1997,17,13,-0.58,95,0.77,0.02,0.81
Track 5768,Retro Resonance,772979404,2749325,Jazz,2010,59,88,-0.91,94,0.58,0.79,0.51
Track 37162,Sofia Carter,212054719,3849317,Country,1996,87,47,0.79,84,0.78,0.82,0.13
Track 10588,Liam Harper,590514748,3354138,Rock,2005,85,42,-0.25,18,0.82,0.58,0.33
Track 55859,EchoSync,305018276,3398983,Country,2017,2,17,0.98,4,0.43,0.59,0.11
Track 37955,Neon Vortex,152739886,3888185,Rock,1994,24,30,-0.84,42,0.58,0.34,0.12
Track 68569,Bass Surge,559271012,2277891,Hip-Hop,2022,57,54,-0.76,25,0.91,0.05,0.34
Track 43138,Samantha Lee,680314376,2646604,Electronic,2014,76,30,-0.94,59,0.41,0.95,0.56
Track 94299,Sofia Carter,380760525,4238392,Rock,2011,44,44,0.03,94,0.3,0.59,0.16
Track 20279,Horizon Flow,482065086,1951376,Jazz,1993,40,99,0.74,17,0.73,0.88,0.47
Track 6129,Horizon Flow,753105902,3617089,Latin,2022,54,59,0.46,28,0.2,0.54,0.13
Track 27034,Sofia Carter,228767708,41380,Country,2022,40,18,0.86,22,0.88,0.69,0.9
Track 9427,EchoSync,786197701,2223572,Drum & Bass,2015,50,66,-0.43,80,0.57,0.18,0.11
Track 34711,Luna Nova,331074588,1063225,Hip-Hop,2001,78,47,-0.18,93,0.96,0.63,0.42
Track 83799,Shadow Beats,66647578,1997402,Pop,2021,75,22,-0.43,45,0.27,0.58,0.33
Track 24935,Neon Vortex,400360359,3397137,EDM,2003,50,78,-0.7,48,0.25,0.88,0.84
Track 15673,Neon Vortex,315817809,3565697,Drum & Bass,2019,9,42,-0.16,37,0.69,0.24,0.77
Track 32828,Liam Harper,403670509,2708409,Hip-Hop,2008,94,53,-0.22,74,0.74,0.84,0.62
Track 38679,Celestial Harmony,201115962,4201445,Hip-Hop,1990,58,26,0.5,57,0.56,0.42,0.98
Track 55624,Shadow Beats,737488992,3801039,Latin,1993,80,42,-0.64,93,0.89,0.38,0.6
Track 40054,Firefly Symphony,651359959,3008985,Techno,2008,53,56,-0.06,15,0.38,0.18,0.5
Track 61603,Jay Zenith,363283706,1891079,Electronic,1995,31,67,-0.33,56,0.16,0.45,0.23
Track 40495,Sofia Carter,258361034,3227912,Country,2014,30,64,-0.3,19,0.99,0.99,0.26
Track 7050,ElectroPulse,498217359,1643005,Metal,2022,87,89,0.23,61,0.96,0.79,0.32
Track 6845,Sofia Carter,128261464,741696,Country,2015,85,90,-0.16,58,0.36,0.14,0.3
Track 19023,Horizon Flow,429791505,3911050,Jazz,2011,43,16,-0.17,27,0.2,0.12,0.58
Track 90594,ElectroPulse,574054994,3333781,Synthwave,2014,84,20,0.83,4,0.69,0.95,0.59
Track 72548,Jay Zenith,185550258,2822282,House,1994,97,3,0.72,21,0.87,0.55,0.55
Track 16256,DJ Thunder,784413391,3456869,Blues,2024,22,54,-0.39,24,0.69,0.77,0.47
Track 39542,Retro Resonance,778683451,3664406,R&B,2010,63,101,-0.25,82,0.53,0.16,0.85
Track 2717,Neon Vortex,109359714,2110755,Drum & Bass,2007,47,90,0.84,70,0.69,0.18,0.5
Track 69423,Shadow Beats,251960148,4663289,Pop,2015,17,53,0.2,65,0.73,0.88,0.95
Track 88781,Shadow Beats,41828114,2806129,Electronic,2001,48,5,0.54,87,0.45,0.53,0.5
Track 99673,Urban Rhapsody,462481110,1934568,Lo-Fi,2017,70,30,0.14,30,0.22,0.35,0.29
Track 66992,Liam Harper,185821734,3991124,Drum & Bass,1992,66,32,0.52,88,0.75,0.81,0.75
Track 54320,Liam Harper,158424724,1038769,R&B,1998,99,49,-0.83,33,0.76,0.18,0.35
Track 95384,Horizon Flow,789071120,365672,House,2009,97,75,-0.91,6,0.54,0.82,0.78
Track 60857,Jay Zenith,630815901,524895,Punk,2010,8,11,-0.51,30,0.42,0.62,0.98
Track 81285,Samantha Lee,408373251,4549013,Metal,1996,19,90,-0.8,91,0.41,0.47,0.74
Track 76299,Celestial Harmony,367834049,3189446,R&B,2000,33,27,-0.24,42,0.76,0.19,0.34
Track 77631,EchoSync,14683195,3194479,Hip-Hop,2002,13,78,-0.56,21,0.43,0.24,0.77
Track 92982,Retro Resonance,708234709,1917879,Drum & Bass,1992,71,76,0.89,77,0.14,0.48,0.7
Track 45675,Bass Surge,84833211,1809281,House,2015,66,94,-0.92,40,0.52,0.51,0.51
Track 37761,ElectroPulse,162995839,174049,Rock,1996,66,14,0.19,75,0.37,0.3,0.4
Track 59460,Urban Rhapsody,386456731,1107787,Indie,2014,65,90,-0.02,12,0.87,0.04,0.7
Track 2422,Neon Vortex,70503265,381778,Indie,1995,72,93,0.73,20,0.52,0.5,0.56
Track 59473,Urban Rhapsody,263535558,2126269,Metal,2003,73,80,-0.07,38,0.95,0.78,0.8
Track 39983,Sofia Carter,334371852,2975393,Indie,2001,98,52,-0.57,26,0.2,0.3,0.79
Track 50397,Crimson Echo,352739113,1572632,Drum & Bass,2014,96,96,0.11,36,0.76,0.76,0.21
Track 47563,Bass Surge,474281418,4783055,Techno,2007,61,77,-0.35,96,0.67,0.25,0.45
Track 7704,Luna Nova,622049007,546660,Indie,2003,32,22,-0.08,88,0.87,0.46,0.23
Track 14512,DJ Thunder,367428311,693526,Reggae,2002,58,62,-0.31,4,0.64,0.07,0.45
Track 22969,Neon Vortex,196625789,4153272,Metal,2019,45,99,0.53,68,0.88,0.67,0.97
Track 32989,Luna Nova,8602735,4286431,Pop,2006,48,103,0.54,95,0.79,0.12,0.22
Track 96336,Aurora Soundwave,11446938,1462283,Synthwave,2014,23,94,0.74,11,0.23,0.63,0.5
Track 23636,Retro Resonance,465242062,4992580,Techno,2016,72,43,-0.0,48,0.73,0.42,0.36
Track 31787,Urban Rhapsody,444472164,2432978,Rock,2022,72,9,-0.77,75,0.59,0.81,0.19
Track 40065,Luna Nova,528822688,2725007,Electronic,2008,9,60,-0.45,87,0.53,0.69,0.84
Track 18321,Sofia Carter,293714911,4109163,Lo-Fi,1996,34,65,-0.29,70,0.29,0.11,0.73
Track 56801,The Midnight Howl,356728227,1942053,Lo-Fi,1996,41,92,-0.18,45,0.29,0.15,0.2
Track 98422,ElectroPulse,523544432,4112699,Folk,2020,88,38,-0.48,16,0.98,0.55,0.88
Track 21766,Crimson Echo,280590272,4700831,Synthwave,2013,99,24,-0.68,57,0.38,0.83,0.7
Track 22934,Firefly Symphony,515770937,2879227,Punk,2010,72,82,-0.4,14,0.75,0.02,0.75
Track 90306,Urban Rhapsody,289259290,2757993,Indie,1999,71,6,0.28,51,0.67,0.8,0.46
Track 10547,Shadow Beats,298741489,566680,Jazz,2015,9,58,-0.25,45,0.1,0.7,0.82
Track 93441,Retro Resonance,501858399,2766661,House,2016,73,59,-0.01,32,0.62,0.12,0.19
Track 1163,Urban Rhapsody,743573302,609827,Punk,2016,50,85,0.44,23,0.73,0.3,0.66
Track 33513,Firefly Symphony,480568039,1356903,Blues,1996,76,32,-0.93,44,0.27,0.55,0.18
Track 36824,Liam Harper,85192741,4624097,K-Pop,2012,44,44,0.57,92,0.62,0.61,0.11
Track 83894,EchoSync,101729301,3946734,Techno,2006,2,46,0.48,15,0.47,0.4,0.17
Track 90203,EchoSync,764846339,1349779,Reggae,2004,10,29,-0.63,45,0.5,0.96,0.36
Track 48830,Firefly Symphony,210082113,1755531,Trap,2004,17,63,0.36,41,0.74,0.26,0.5
Track 45305,Urban Rhapsody,646021465,4024828,R&B,2003,69,53,0.78,86,0.42,0.34,0.34
Track 38298,Luna Nova,614434140,4983605,Drum & Bass,2006,38,72,0.54,50,0.82,0.03,0.45
Track 9396,Horizon Flow,662340155,1099500,House,2019,62,75,0.15,29,0.42,0.03,0.86
Track 98100,Ava & The Ocean,122739922,1093352,Latin,2015,100,76,-0.03,10,0.5,0.97,0.77
Track 1627,Neon Vortex,162325005,1323493,House,2010,64,102,-0.67,79,0.21,0.09,0.83
Track 61802,Crimson Echo,4953672,1133070,Jazz,2013,45,45,0.49,71,0.61,0.73,0.6
Track 80698,Luna Nova,773693378,4225521,Blues,2024,12,21,0.67,80,0.67,0.47,0.34
Track 40439,Samantha Lee,643024400,1718194,Latin,1990,30,54,-0.71,71,0.91,0.91,0.75
Track 49090,Luna Nova,23693925,3926826,Drum & Bass,2001,51,90,0.84,24,0.95,0.05,0.74
Track 34763,Jay Zenith,674746494,3027020,Indie,2017,73,62,0.13,19,0.65,0.72,0.23
Track 95077,Jay Zenith,683137736,2098678,Pop,2004,98,35,-0.79,10,0.17,0.37,0.81
Track 17063,Horizon Flow,109961532,2539724,R&B,1997,57,76,-0.94,42,0.58,0.71,0.67
Track 63797,Ava & The Ocean,608761073,954246,Metal,2012,92,14,0.66,27,0.82,0.68,0.18
Track 85429,The Midnight Howl,158004008,3830260,Electronic,2008,11,71,-0.43,46,0.13,0.93,0.53
Track 5079,Urban Rhapsody,23644453,2942371,Trap,2018,24,40,0.98,66,0.6,0.49,0.32
Track 96667,Liam Harper,673811894,80360,Trap,2015,64,85,-0.97,45,0.21,0.51,0.49
Track 14058,Horizon Flow,459595707,891533,Lo-Fi,2019,82,5,0.29,8,0.79,0.67,0.25
Track 40219,Neon Vortex,430916912,789008,Drum & Bass,2010,96,23,-0.71,24,0.34,0.12,0.75
Track 47703,Sofia Carter,246802973,3120950,Blues,1993,1,13,0.38,62,0.37,0.68,0.63
Track 44167,Luna Nova,571878498,1977731,Hip-Hop,2006,82,80,0.46,40,0.51,0.96,0.99
Track 34544,Luna Nova,583911265,4119708,Metal,2002,30,71,0.06,38,0.96,0.1,0.4
Track 87378,Shadow Beats,27368096,2852096,Rock,2001,93,94,0.23,34,0.69,0.87,0.77
Track 50311,Sofia Carter,296667242,3869788,EDM,2007,39,59,0.48,13,0.29,0.75,0.72
Track 77640,Bass Surge,150847335,3019674,House,2002,20,28,-0.97,17,0.72,0.2,0.68
